AOD,cummulative_cr_amount,cummulative_dr_amount,channel,output
24,60811,31799,0,0
31,48279,27554,0,0
23,1244,48154,0,0
36,42264,79073,0,0
30,12773,25453,0,0
38,36150,58918,0,0
34,23452,18786,1,0
22,74535,7310,0,0
22,72137,22331,0,0
28,82947,64353,0,0
36,17216,34526,0,0
22,10460,35137,0,0
27,50342,90153,0,0
36,11810,67960,1,0
37,36255,64675,1,0
32,23452,45365,1,0
21,50260,46175,0,0
24,70069,73414,0,0
26,89019,26667,0,0
33,43706,17313,1,0
22,89596,5346,1,0
39,77420,49540,0,0
21,83464,65841,0,0
40,47956,73872,0,0
20,83325,39070,0,0
40,19007,63545,0,0
31,74788,97930,1,0
27,83465,25041,0,0
35,21029,41835,1,0
36,35941,96671,1,0
28,19010,56007,0,0
36,8849,47223,1,0
39,45961,42661,0,0
21,6289,3325,0,0
22,82172,99152,1,1
26,66147,70930,0,0
23,42390,79856,1,0
24,22731,75380,1,0
22,80200,56970,0,0
30,74089,41580,0,0
25,35845,88083,0,0
34,76244,10479,1,0
33,32931,78109,1,0
30,73243,85803,1,0
34,50056,8446,1,0
23,70274,99079,1,1
39,23047,5238,1,0
32,15836,6960,0,0
37,86076,28757,1,0
31,24727,15669,0,0
24,85362,80106,1,1
25,23428,18292,0,0
27,33207,62599,1,0
20,40679,81908,1,0
32,62834,92186,1,0
37,67609,56384,1,0
28,32573,87026,1,0
20,28066,43761,0,0
26,74776,9315,1,0
32,83324,33149,1,0
32,96129,17543,1,0
32,92341,52306,1,0
32,76189,78591,0,0
21,99719,12187,0,0
37,53332,11041,1,0
29,35477,11308,1,0
39,99492,15286,0,0
27,41270,44462,0,0
38,75114,96045,0,0
29,18258,52180,0,0
26,49437,1839,0,0
28,65890,30416,0,0
40,70431,48366,0,0
22,31267,35561,1,0
34,77638,52552,0,0
21,12980,8476,0,0
21,50896,19496,1,0
39,54590,75075,0,0
29,42316,76111,1,0
38,51798,24890,1,0
36,23998,69091,0,0
35,68191,30533,0,0
25,33340,76145,0,0
40,95193,30876,1,0
36,39631,22589,0,0
29,77162,62776,1,1
38,68385,98261,1,0
27,15166,69512,1,0
22,30552,57005,0,0
24,45556,8874,1,0
25,79686,36597,0,0
36,19472,30736,1,0
20,8130,11332,1,0
23,58563,42252,1,1
33,38314,53337,1,0
25,48634,64241,1,0
39,51772,96930,1,0
31,73740,16215,1,0
24,93260,77384,0,0
29,5666,43709,0,0
37,61121,86670,1,0
24,57360,60628,0,0
40,17560,95167,0,0
37,52764,61646,1,0
36,13390,91902,0,0
21,95306,34052,1,0
28,97561,6099,0,0
23,10297,73855,1,0
37,94429,61757,0,0
33,61395,5443,1,0
28,19828,24813,0,0
34,5846,15376,1,0
39,15648,13557,1,0
26,26210,44606,1,0
30,41894,33258,0,0
28,39405,78763,0,0
32,39172,99606,1,0
32,40482,41798,1,0
39,25074,20902,1,0
35,67108,2301,1,0
38,46964,65732,0,0
21,41397,23441,1,0
40,90960,60421,0,0
23,9968,16079,0,0
38,31840,5330,1,0
25,42173,16567,1,0
26,34025,64958,0,0
21,14916,7823,0,0
21,78914,33039,0,0
24,30580,71705,0,0
20,31737,95581,1,0
30,20356,69894,0,0
28,92027,39146,0,0
35,51679,96965,0,0
23,83225,7460,1,0
31,78769,39108,1,0
21,15961,38726,1,0
29,48445,46905,0,0
31,91122,40050,0,0
24,67201,81754,0,0
35,59692,7757,0,0
38,44033,48982,1,0
40,3547,46284,0,0
39,10773,97882,0,0
23,82546,28201,1,0
28,14930,54405,1,0
35,87436,71960,0,0
25,70061,33946,0,0
34,29312,1097,1,0
27,35921,23377,0,0
32,17240,67042,0,0
29,6394,70232,0,0
20,29450,99885,1,0
24,84796,57521,0,0
35,30921,78836,0,0
30,67581,28061,0,0
28,49005,27675,0,0
26,33638,67859,1,0
28,1494,83069,1,0
21,21596,27217,1,0
30,76288,67648,0,0
26,38906,93827,1,0
34,54762,48041,0,0
40,92341,78883,1,0
35,1346,87059,0,0
38,82452,33145,1,0
27,36154,15483,1,0
38,79452,23040,0,0
23,39579,98473,0,0
22,27718,59087,1,0
40,24136,1723,0,0
35,50650,62804,0,0
39,26131,6634,1,0
28,9216,17615,1,0
38,71536,5540,1,0
28,8968,4660,0,0
33,18632,39062,1,0
38,38707,80842,1,0
38,76645,17148,1,0
31,44991,86522,0,0
30,2163,54515,1,0
39,34054,6216,0,0
33,16414,82813,0,0
22,14691,37002,0,0
27,39811,64747,0,0
33,96156,11826,1,0
29,89614,29776,1,0
38,89265,32647,1,0
21,99543,67625,0,0
40,49412,56802,0,0
25,52810,55202,0,0
25,75714,27348,0,0
33,58655,74491,0,0
31,92498,54951,1,0
39,12998,29850,0,0
21,87897,98779,1,1
36,1567,36667,0,0
32,72274,94064,1,0
23,97068,40152,1,1
32,35562,21800,0,0
21,58876,95955,1,1
33,41772,75467,1,0
25,25563,4702,1,0
26,11643,44291,0,0
23,10597,76483,0,0
27,45705,13779,0,0
30,86788,86672,0,0
36,65767,59737,1,0
36,73017,40519,1,0
31,33344,96152,0,0
36,29553,39704,0,0
24,21526,65501,0,0
27,72540,12478,0,0
24,99196,45917,0,0
26,94882,54009,0,0
22,92952,70849,0,0
28,97646,61467,0,0
35,12145,47992,1,0
23,2905,8386,1,0
29,17190,63537,0,0
32,39623,62763,1,0
23,76926,68108,1,1
25,3982,44300,0,0
24,60010,89172,1,1
22,1167,96104,0,0
39,12168,81698,0,0
32,7333,25250,1,0
37,26933,72114,0,0
20,30570,72683,1,0
30,16847,82478,0,0
37,42880,44184,0,0
21,74570,34865,1,0
39,88301,49979,0,0
33,81540,52583,0,0
32,63227,67688,0,0
30,75526,80776,1,0
26,84963,46449,0,0
21,7621,73410,1,0
23,67852,23119,1,0
26,20597,16350,1,0
33,8797,1858,1,0
36,59157,46420,1,0
30,15997,46434,1,0
27,2832,72337,1,0
23,4835,48675,0,0
25,81859,74433,0,0
25,57181,19678,0,0
34,1052,91826,0,0
32,63644,19307,0,0
22,84129,32411,1,0
38,40347,69894,0,0
31,31733,30655,1,0
29,22111,89485,0,0
25,93645,85079,0,0
30,69117,21201,0,0
33,61091,41255,0,0
22,22159,14237,0,0
24,21403,56092,1,0
21,13628,37622,1,0
38,32971,14935,0,0
30,85420,31947,0,0
28,15057,66078,0,0
24,34341,10002,0,0
25,78779,89347,1,1
23,98440,66914,1,1
39,80102,62057,1,0
24,55218,9678,1,0
33,35459,89011,0,0
37,81520,78946,1,0
39,33086,82724,0,0
29,62910,5642,1,0
20,6916,76713,1,0
26,6748,25049,0,0
36,43671,37186,0,0
35,98053,75327,0,0
32,81726,27793,0,0
31,16379,37628,0,0
24,16144,67998,1,0
26,20628,75056,1,0
23,74676,29249,0,0
21,78456,59532,0,0
32,70759,1736,1,0
28,21474,8116,1,0
25,26445,84925,1,0
27,88071,81317,1,1
26,40656,99622,1,0
36,67442,34341,1,0
26,97803,77499,1,1
20,43817,65670,0,0
37,26976,82245,0,0
20,29045,38134,0,0
25,40371,71838,1,0
31,47329,98407,1,0
29,67232,9114,0,0
25,46106,8108,0,0
31,92093,8417,1,0
38,62533,77191,1,0
36,64189,45956,0,0
40,75662,56202,0,0
20,3235,12491,0,0
26,81517,55061,1,1
20,49774,49333,1,0
40,77137,89449,1,0
29,26586,41397,0,0
23,43812,80189,0,0
40,59973,2242,1,0
37,66985,75405,0,0
28,28125,14035,0,0
21,93090,51970,0,0
31,86262,9464,0,0
38,29020,79273,1,0
37,59330,75015,1,0
25,69647,55793,1,1
40,11134,7367,1,0
31,33606,84150,1,0
39,90931,17676,0,0
38,74424,26722,1,0
23,81312,6833,0,0
20,97217,44162,1,1
27,39028,23945,0,0
25,1071,98766,0,0
24,83279,11678,1,0
27,24196,18314,1,0
32,79796,44851,1,0
29,67743,65988,1,1
29,81945,23354,0,0
22,23055,74534,0,0
20,55176,32686,0,0
36,8299,16667,0,0
25,74375,65681,1,1
27,99293,48273,0,0
40,17671,73402,1,0
20,24005,62552,0,0
24,3424,95757,0,0
24,75532,54277,1,1
33,6321,26423,1,0
37,32066,93705,1,0
20,91662,69512,0,0
40,46882,19791,0,0
28,55498,83127,1,1
32,17935,19374,1,0
32,44780,75394,1,0
28,41601,38295,0,0
34,4428,72846,1,0
38,32165,79294,1,0
40,24262,32075,1,0
38,29562,15786,0,0
26,73651,8823,1,0
20,38137,13888,1,0
40,94696,53468,0,0
38,54118,65761,1,0
38,89013,19951,1,0
27,72895,48305,0,0
31,4558,57565,1,0
21,68167,1131,0,0
31,32937,82535,0,0
24,68098,39043,1,0
24,78459,44142,1,1
30,65690,37281,0,0
33,40665,68649,0,0
22,88703,26882,1,0
24,46999,50965,0,0
28,77459,21613,1,0
38,55382,45580,0,0
26,26951,7056,0,0
28,55907,5044,1,0
25,80702,11550,1,0
23,40144,42712,0,0
25,68102,49833,1,1
20,8029,74751,0,0
28,93599,32093,1,0
40,50276,23903,1,0
38,51912,50040,0,0
37,72413,44778,1,0
34,24639,43140,0,0
26,43723,51073,1,0
29,98502,68676,0,0
33,44605,83966,0,0
33,76851,25450,1,0
33,39846,89937,0,0
26,57991,71157,0,0
26,40451,24809,0,0
21,94523,8557,0,0
23,83482,97077,1,1
28,51358,87547,1,1
40,78693,80592,0,0
20,18718,59238,0,0
20,85316,57792,1,1
28,83030,33245,1,0
39,85354,45877,0,0
35,60839,61531,0,0
28,5799,5454,0,0
27,83319,3265,0,0
37,52101,54710,0,0
38,17624,44167,1,0
33,45569,70719,1,0
33,97770,11614,1,0
37,78846,98836,1,0
40,56482,77552,1,0
24,2566,64255,0,0
23,74714,78151,1,1
28,68226,34175,0,0
20,34435,93379,1,0
30,59612,66178,1,0
24,99916,29167,0,0
20,91386,89457,1,1
27,18008,58403,0,0
31,18309,68534,0,0
21,62874,43834,0,0
29,46505,5621,0,0
30,68084,87068,1,0
37,23881,10204,1,0
31,13390,83546,1,0
30,54636,72444,1,0
26,92319,14457,0,0
40,23307,96883,1,0
35,33967,74851,1,0
30,52238,49923,0,0
29,59996,1084,0,0
38,15011,94237,0,0
20,32582,13352,1,0
29,53394,7996,1,0
26,21869,16805,0,0
37,49927,41466,1,0
22,49055,89831,1,0
31,26424,8928,0,0
26,47946,19370,1,0
24,9754,62128,0,0
31,87318,56081,1,0
38,47110,9726,0,0
30,47243,82118,0,0
27,67587,60691,0,0
29,85908,97208,1,1
33,59937,17395,0,0
26,9367,75595,1,0
36,61632,85065,0,0
27,90344,40805,1,1
20,77261,40173,0,0
23,78684,37095,1,0
35,53599,78978,1,0
36,25217,22365,1,0
24,2125,7443,1,0
38,75118,6388,0,0
38,21153,84677,1,0
33,35051,7762,0,0
34,98623,45396,0,0
32,52191,33448,0,0
28,62787,39804,0,0
24,7172,53044,0,0
39,3659,9030,1,0
25,15836,87001,1,0
29,74498,96766,0,0
20,34101,78093,0,0
38,68962,66558,0,0
21,99105,68710,1,1
34,92585,82644,0,0
27,78401,56678,0,0
28,5824,4365,0,0
28,48099,57455,0,0
34,63861,75372,1,0
37,40972,44267,1,0
23,82492,28389,1,0
27,34144,79216,1,0
33,92386,62607,0,0
24,46197,87029,0,0
29,96482,63244,0,0
27,47742,75238,1,0
39,48773,53531,1,0
29,83072,43123,0,0
25,51986,43387,0,0
29,39045,28876,1,0
24,56163,50987,1,1
21,17655,88682,1,0
33,76199,69867,1,0
26,97437,50915,0,0
32,55694,2109,0,0
36,91992,71662,0,0
38,97378,81651,1,0
35,28180,59744,1,0
20,19916,66386,1,0
31,20761,74612,0,0
33,97810,89009,0,0
21,77777,66553,1,1
33,2715,49624,1,0
37,54675,69387,0,0
33,88115,10675,1,0
39,74344,6369,0,0
32,63347,65553,0,0
32,98291,85804,0,0
27,90794,35536,1,0
35,36493,16886,1,0
28,15206,18613,0,0
27,57398,54358,1,1
40,83029,85991,0,0
32,36782,4562,1,0
30,83634,3837,0,0
39,41385,61055,1,0
20,81367,79807,0,0
27,84493,78706,0,0
31,79330,77393,1,0
38,45503,54115,1,0
34,1990,27125,0,0
28,33817,54401,1,0
40,59888,49068,0,0
21,14895,24612,0,0
36,99939,67153,1,0
29,23742,79024,1,0
34,5286,74537,0,0
27,35859,97811,0,0
26,47376,84525,0,0
40,35811,9621,0,0
27,97147,8500,0,0
22,7403,64869,0,0
26,9019,78701,1,0
23,64020,95738,1,1
21,98499,18233,0,0
33,5661,18999,1,0
30,50870,54159,1,0
22,67851,31360,1,0
36,25105,3419,0,0
37,57114,48959,1,0
21,39653,86548,1,0
31,70391,45717,0,0
27,37931,79335,1,0
33,75169,67712,0,0
23,72074,96699,0,0
20,78594,18387,0,0
39,38392,1792,1,0
29,25456,96228,1,0
21,89056,8825,1,0
37,29671,31720,1,0
26,23135,30253,1,0
34,24831,76755,0,0
27,16572,56513,1,0
38,23454,94105,0,0
39,32995,9158,0,0
38,43782,25731,1,0
34,98452,31284,0,0
28,13820,11123,1,0
35,44340,2256,1,0
22,88968,59817,1,1
21,82912,26421,0,0
22,89950,59884,0,0
20,53391,65553,1,1
31,70643,18638,0,0
37,58868,49113,0,0
20,69210,30977,0,0
26,70195,27973,1,0
23,29651,1504,0,0
34,62967,77395,0,0
37,55459,16705,0,0
24,83674,91646,0,0
24,34713,4385,1,0
26,36639,64685,0,0
28,34171,16112,1,0
24,76831,14381,0,0
26,41288,92357,1,0
23,10853,66643,0,0
39,96819,56325,1,0
37,65722,76632,1,0
28,10280,57414,0,0
32,68143,15227,0,0
35,13855,43253,0,0
38,30587,23668,0,0
28,5727,37230,1,0
28,89963,24136,1,0
24,75544,92836,1,1
26,8033,67756,0,0
37,41872,18588,0,0
38,56049,25693,1,0
35,92446,57751,1,0
31,29975,10553,0,0
37,9851,19902,1,0
22,27164,9414,0,0
24,37422,83468,1,0
38,3123,76724,0,0
34,84613,92615,0,0
21,48270,85478,0,0
30,98123,74819,0,0
39,55026,31941,0,0
34,33478,23936,1,0
36,65126,1362,0,0
39,50553,43363,0,0
40,15810,1406,0,0
21,53075,25323,0,0
38,37407,71620,1,0
24,68437,25679,0,0
30,53048,15603,1,0
28,59277,47667,0,0
33,78465,31251,1,0
40,75699,89750,0,0
22,63546,34328,1,0
25,16365,42299,0,0
32,24409,43736,1,0
23,85670,93466,0,0
31,37024,44222,1,0
40,41495,98992,0,0
32,86696,78299,0,0
32,64218,86389,0,0
21,22406,65988,1,0
21,53924,2050,1,0
22,16440,10771,0,0
37,46906,35832,1,0
21,68013,94763,1,1
21,58990,76455,0,0
21,9081,95983,0,0
26,96582,19134,0,0
40,6294,83456,1,0
22,71959,72939,0,0
27,46645,46779,0,0
25,50709,42223,0,0
21,75563,24082,1,0
39,14223,77987,0,0
27,90963,31704,1,0
36,17750,9675,1,0
24,44335,74684,1,0
21,62501,69842,0,0
37,52081,8050,0,0
38,13672,65304,0,0
35,12844,7244,0,0
33,20554,1855,0,0
36,82998,31922,0,0
37,89592,98735,0,0
39,65757,89562,0,0
21,85227,97215,0,0
33,12530,8667,1,0
21,5412,47154,0,0
36,9538,36923,0,0
40,38571,42202,0,0
32,38565,89271,0,0
23,43734,46345,1,0
31,85997,27844,1,0
22,83668,94943,1,1
22,96239,61970,1,1
40,54267,43281,0,0
35,99407,18654,0,0
25,84436,83904,1,1
22,49668,12526,0,0
27,14677,2362,0,0
35,8828,87935,1,0
32,38813,72640,0,0
20,5426,49745,1,0
39,23622,85244,1,0
29,23727,59226,0,0
26,5635,9773,1,0
40,47404,90755,1,0
26,44359,36506,1,0
33,70310,83379,0,0
20,35287,92527,1,0
39,63000,20597,0,0
24,49332,55274,0,0
29,91971,9050,1,0
38,70242,3477,0,0
38,53309,43770,0,0
37,92703,10728,1,0
37,36343,48682,1,0
24,56108,28853,1,0
20,8071,66245,1,0
33,50085,93218,1,0
30,90878,3460,0,0
40,75314,51468,1,0
28,99784,81193,1,1
28,87831,36898,1,0
27,67172,7769,1,0
30,8364,67123,0,0
34,7895,98016,1,0
37,75285,65321,1,0
38,88795,75074,1,0
26,96586,54029,0,0
22,72171,98900,1,1
38,93268,4256,1,0
24,24366,23331,0,0
33,95102,13866,0,0
27,58438,56456,0,0
30,74770,3929,0,0
39,43598,50501,1,0
35,80896,22938,0,0
36,64429,65389,1,0
21,69578,25734,1,0
34,42902,22265,1,0
26,52488,59253,0,0
30,23917,92704,1,0
26,84058,12167,1,0
24,18754,40344,0,0
32,72759,43514,0,0
29,89961,37737,0,0
24,98791,55944,0,0
40,80411,43506,0,0
37,75619,14451,0,0
28,33032,2347,0,0
29,86270,33972,0,0
29,77019,14548,1,0
36,34152,11156,1,0
37,79158,89175,0,0
37,49731,42061,0,0
27,57483,89383,0,0
37,54150,82218,1,0
38,11353,55734,1,0
23,31206,10017,1,0
23,76821,30470,0,0
32,32312,17480,0,0
25,65446,2470,0,0
31,30385,66524,1,0
30,21447,75691,0,0
28,77259,53862,0,0
23,40791,80514,0,0
25,30540,57243,1,0
31,15474,40074,1,0
32,67424,21090,1,0
32,65205,45030,0,0
29,79227,93616,0,0
30,65169,43759,0,0
26,44067,80954,1,0
23,1701,97900,1,0
32,17515,79207,1,0
24,9524,8785,0,0
24,37816,59066,0,0
27,3032,76003,1,0
29,98682,68341,1,1
23,48908,28654,0,0
22,39167,91290,1,0
39,31015,16612,0,0
32,37903,72707,1,0
32,99838,26082,0,0
34,93954,93120,0,0
27,61785,93634,1,1
32,37923,43548,1,0
20,63562,90205,0,0
38,43573,54568,1,0
39,15729,33645,0,0
33,90581,50230,1,0
26,25485,40122,0,0
35,87690,50882,0,0
31,40453,55633,1,0
40,53947,35951,1,0
27,85701,16777,1,0
36,19113,75638,0,0
35,38534,3173,1,0
29,48452,26315,0,0
38,38808,93926,1,0
32,14200,59234,0,0
37,69652,77863,1,0
23,57647,47624,0,0
34,2768,25236,0,0
33,71933,15961,1,0
38,94471,63966,1,0
38,70571,57967,1,0
33,17319,27879,0,0
39,43561,30883,0,0
26,77123,61790,1,1
24,30751,27481,0,0
21,55651,28373,1,0
25,14668,29252,0,0
29,78817,34149,0,0
28,22096,49196,1,0
36,48596,99547,1,0
26,44172,11387,1,0
24,80406,5338,1,0
38,35685,23018,1,0
33,18810,36529,0,0
38,83993,52967,0,0
27,63001,84253,0,0
28,95912,92506,0,0
28,88843,8814,1,0
32,60221,14599,1,0
26,26446,41678,1,0
40,97286,69923,0,0
25,18051,1901,0,0
22,26897,39560,0,0
33,99226,69080,1,0
40,70388,73176,0,0
27,35518,92396,1,0
29,70392,21393,0,0
29,16215,37464,0,0
38,24156,82550,0,0
21,21887,91738,1,0
26,78794,70961,0,0
27,15117,96015,1,0
36,26624,1347,1,0
33,3143,15135,0,0
21,15852,55661,1,0
37,80726,78664,0,0
25,50910,99359,1,1
31,59163,40352,1,0
38,88160,12726,1,0
27,40171,51397,1,0
35,19241,70428,0,0
29,90219,88701,0,0
22,25767,11923,0,0
22,93148,68035,1,1
36,93011,40657,1,0
34,98929,22441,0,0
21,85362,11287,1,0
30,39043,93736,0,0
35,13546,20326,0,0
23,66944,98705,1,1
38,46903,87084,0,0
34,27018,83867,1,0
26,29539,51579,0,0
25,73785,14185,1,0
30,40172,14549,1,0
30,19360,76006,0,0
24,31431,6093,0,0
34,23595,18691,1,0
28,87937,18220,1,0
23,45449,9663,0,0
40,70692,57272,0,0
40,97647,59020,0,0
24,54436,83239,1,1
36,4440,80817,1,0
37,88224,79222,0,0
25,27921,46952,1,0
25,62999,30101,0,0
38,74363,89088,1,0
26,39997,90878,1,0
37,13256,41076,1,0
21,6893,94471,0,0
30,65528,1403,1,0
30,8640,69273,1,0
30,52794,57559,1,0
37,97369,42345,0,0
28,57579,51567,0,0
28,71128,59819,1,1
21,32469,23044,1,0
28,73833,53276,0,0
31,93038,47573,0,0
34,85990,41739,1,0
20,69267,95496,1,1
29,91531,20048,0,0
36,82946,45353,1,0
22,11367,91389,1,0
39,25575,78048,1,0
33,57107,92854,1,0
25,6503,80416,0,0
23,18069,34534,0,0
29,82535,19456,0,0
31,62264,33437,0,0
30,57654,11953,0,0
20,80311,89140,1,1
30,67803,61593,1,0
24,79134,31996,0,0
32,17652,26518,1,0
27,10733,92772,1,0
32,26451,46276,1,0
40,63706,67003,1,0
28,10992,20039,1,0
40,62902,57387,1,0
28,89363,16099,0,0
33,35111,35943,1,0
31,71583,97038,0,0
20,68874,67904,1,1
37,67226,40416,1,0
40,56307,22319,0,0
31,89615,61539,0,0
25,18066,31071,0,0
24,4311,17110,0,0
21,25027,33806,1,0
31,82320,42960,1,0
34,89800,14728,0,0
39,42151,64435,1,0
33,2311,70811,1,0
21,88713,99585,0,0
25,43249,31146,1,0
40,27652,14524,1,0
21,11893,64649,0,0
31,37665,95994,0,0
25,48521,4708,1,0
36,15820,10472,1,0
39,19586,8569,1,0
30,87954,63497,0,0
38,59574,41213,1,0
34,79226,60488,0,0
40,99773,80672,0,0
21,87915,69158,0,0
37,48466,18069,1,0
21,8728,21817,0,0
25,25590,88402,0,0
30,75644,15694,0,0
28,91898,51516,0,0
21,36438,12804,1,0
31,60846,15652,1,0
37,89212,3250,0,0
27,85149,36226,0,0
24,83749,14866,0,0
20,54234,13300,0,0
23,50890,50415,1,1
20,47483,31809,0,0
26,61903,73258,1,1
27,94873,35371,0,0
30,56985,30984,0,0
20,31501,30699,1,0
29,9695,66349,1,0
28,47570,57108,1,0
29,35039,64032,1,0
35,91968,79949,1,0
31,83951,26868,0,0
31,88679,3544,1,0
22,66868,58562,1,1
27,98367,63473,1,1
35,22061,77573,0,0
39,55121,58836,0,0
28,51682,33461,0,0
37,47794,74123,1,0
35,55564,82284,0,0
25,71778,39863,0,0
26,91835,29702,0,0
34,56984,64549,0,0
29,51764,68733,0,0
20,17469,86908,0,0
31,53007,55305,0,0
25,20894,70751,0,0
37,97525,44884,1,0
26,21174,64771,0,0
36,46854,78185,1,0
24,77989,60504,1,1
32,5361,19197,0,0
22,96705,43444,0,0
37,44702,1409,1,0
26,61040,92879,0,0
37,12007,44168,1,0
23,54389,89837,0,0
36,19688,39020,1,0
21,36661,5644,0,0
33,22738,22860,1,0
34,43217,5458,1,0
28,25022,23878,0,0
25,48056,33623,1,0
28,58601,64597,1,1
23,3974,14296,1,0
30,11176,11568,0,0
21,3912,14548,1,0
30,33886,92008,1,0
35,94515,53164,1,0
36,26078,88167,0,0
40,43724,77982,0,0
33,1952,93987,0,0
35,5346,29783,1,0
20,28025,16555,0,0
37,3184,67106,1,0
39,33669,29010,1,0
38,21333,38307,0,0
31,74381,43768,0,0
33,90504,31298,0,0
31,81510,83853,1,0
27,67897,52084,0,0
32,18001,97745,1,0
29,39430,7551,1,0
37,41334,17334,0,0
31,66979,40780,1,0
20,78079,25622,0,0
28,93717,28132,0,0
33,80508,40701,1,0
27,86906,17266,0,0
35,54936,86676,1,0
32,12099,32822,1,0
23,61130,28059,1,0
35,95065,2654,1,0
34,4516,72728,1,0
32,30949,35786,0,0
40,85439,73526,0,0
30,94367,89453,1,0
21,70799,82469,0,0
36,77250,14573,1,0
39,6714,80411,0,0
34,63829,87780,0,0
21,8025,10921,1,0
33,52730,92967,0,0
39,24849,46494,0,0
29,70595,79693,0,0
25,70197,48426,0,0
38,88558,53563,1,0
25,43802,45259,1,0
33,59466,68240,0,0
21,23829,8403,0,0
40,34964,27176,1,0
36,38132,61098,0,0
34,46820,28825,0,0
40,85041,33945,0,0
31,47486,87173,0,0
21,10157,33085,0,0
39,1211,15773,1,0
29,9020,88456,0,0
27,94492,70923,1,1
26,64945,19035,0,0
29,90358,49459,0,0
29,95593,20104,1,0
24,81261,83667,0,0
24,99777,16677,1,0
39,73159,75536,1,0
26,89378,91301,1,1
24,70139,95021,1,1
22,14269,89169,0,0
21,9835,69814,1,0
32,32101,99194,1,0
20,96215,64382,0,0
25,9175,3645,0,0
36,51472,57407,1,0
29,74227,44629,0,0
24,58954,20352,1,0
33,79059,10545,1,0
32,40740,6017,1,0
22,77623,26773,0,0
36,68454,8644,0,0
32,89018,36413,1,0
28,52567,65542,0,0
27,22919,46753,0,0
21,53906,96245,0,0
31,97524,90316,0,0
32,68508,16008,1,0
39,58774,19274,0,0
29,83120,32408,0,0
38,97822,5073,0,0
25,64924,75881,0,0
23,38200,85202,1,0
29,73519,15078,0,0
38,15786,26050,0,0
23,26852,37861,1,0
32,85591,63395,1,0
22,2596,65512,1,0
34,79024,73836,0,0
29,70294,37035,1,0
24,66248,4982,0,0
40,12391,96768,0,0
39,39237,80095,1,0
40,39608,67435,0,0
27,32722,41815,0,0
25,23789,5387,1,0
34,48406,92393,0,0
31,49782,61030,1,0
27,85766,14555,1,0
32,91203,38385,0,0
35,94051,48044,0,0
35,91994,76732,0,0
23,4993,11032,0,0
20,52870,64665,1,1
36,6707,57495,1,0
21,22879,59811,1,0
36,36912,84564,1,0
32,90452,95968,1,0
31,66754,73372,1,0
30,31491,37483,0,0
33,70840,87895,1,0
30,10132,25903,1,0
23,66036,21823,1,0
27,50174,93405,0,0
34,68385,99427,0,0
38,62151,83792,1,0
30,95996,57153,0,0
36,59682,71821,0,0
35,90893,85563,0,0
27,87231,56217,0,0
27,5949,26275,1,0
22,76004,95782,1,1
35,66947,17985,1,0
38,7338,69802,0,0
24,38020,40834,0,0
27,45125,71528,0,0
32,89656,27419,0,0
38,30657,90235,0,0
40,27517,15904,0,0
38,50649,88549,0,0
35,43239,41845,1,0
34,70735,48081,0,0
29,33793,56968,0,0
20,54564,36745,1,0
25,79980,67356,1,1
36,32455,79232,0,0
28,30162,60547,0,0
33,2585,27393,0,0
24,14763,95766,0,0
21,54940,69822,0,0
24,48582,43677,1,0
36,27712,52539,0,0
39,19585,86334,1,0
38,97200,72605,1,0
29,10277,53683,0,0
35,30429,8538,1,0
40,5246,82598,1,0
24,39567,19871,1,0
30,11330,47633,0,0
29,80771,40084,0,0
37,77632,92212,0,0
20,22072,96432,1,0
29,1576,82334,0,0
35,24736,57132,1,0
24,7453,94469,1,0
20,13359,63213,1,0
22,76110,31857,1,0
36,16131,49294,1,0
21,6480,71589,1,0
39,44067,69641,1,0
23,57415,72598,0,0
35,81671,34385,1,0
20,83950,92923,1,1
39,55469,90102,1,0
39,94398,37378,0,0
40,89247,2194,0,0
40,8063,35518,0,0
27,56124,91644,1,1
37,45499,82243,1,0
30,3995,30805,0,0
20,48918,20884,1,0
22,72741,76794,0,0
33,34135,78884,0,0
38,94469,21805,1,0
38,64189,65133,0,0
25,81753,41721,1,1
28,12273,28593,0,0
34,34074,20586,1,0
23,87049,14985,0,0
21,86669,61779,0,0
25,53823,95833,1,1
39,88741,92931,0,0
32,60590,27665,0,0
39,8948,70133,0,0
35,33215,51291,0,0
23,33664,87020,1,0
37,17958,76802,1,0
31,61206,75366,1,0
33,61190,63607,0,0
33,95270,45354,1,0
21,47963,93313,1,0
34,92845,17960,0,0
22,99858,82173,0,0
31,1692,20590,1,0
25,37335,51677,1,0
33,91041,22934,0,0
30,41033,45699,0,0
23,71396,4340,0,0
27,89695,86080,0,0
31,26216,12137,0,0
23,60505,60036,1,1
20,65174,17417,0,0
21,49102,59772,1,0
34,19456,34638,1,0
23,9281,18876,1,0
37,85706,50736,0,0
22,97041,27941,1,0
28,17419,84683,0,0
29,86320,11211,0,0
24,19156,94840,1,0
38,32006,28738,1,0
21,6807,56575,1,0
37,20986,13934,0,0
31,17909,7662,1,0
36,10401,19199,1,0
27,77184,95038,0,0
34,97389,39695,0,0
29,70291,12915,1,0
26,10921,49994,0,0
34,86239,88779,0,0
37,79589,38240,0,0
36,66175,18746,1,0
20,53303,19980,0,0
30,56054,30520,1,0
27,18226,48944,1,0
25,36236,62262,0,0
27,23435,59668,0,0
40,70288,12716,1,0
30,15851,25014,0,0
30,2869,42614,0,0
26,19979,56263,1,0
35,81571,45313,0,0
31,95557,2456,1,0
