AOD,narration,cummulative_credit_amount,Output
88,1,818729,1
90,0,47500,0
100,0,500118,0
84,1,286214,0
86,1,928218,1
91,1,489750,0
87,0,665388,0
99,1,247620,0
97,0,371645,0
82,1,852971,1
93,1,936343,0
89,1,760959,1
80,0,518391,0
84,0,962766,0
80,0,428672,0
82,0,494299,0
98,1,412929,0
90,0,932658,0
100,0,766097,0
100,0,953135,0
85,1,793383,1
84,0,321791,0
80,1,828449,1
87,0,501997,0
96,0,624280,0
98,0,296795,0
96,1,189955,0
87,0,118249,0
81,0,670329,0
80,0,94664,0
81,0,303304,0
84,1,394583,0
95,0,461490,0
99,1,727160,0
83,1,690427,1
93,0,955530,0
96,0,947458,0
87,1,604087,1
90,0,164806,0
100,0,872499,0
88,0,72825,0
89,1,165043,0
89,1,36105,0
94,0,156009,0
90,1,400975,0
96,0,143452,0
91,1,295816,0
94,1,875569,0
83,1,775959,1
80,0,372840,0
97,1,218345,0
84,1,999491,1
86,0,602544,0
85,1,177937,0
82,1,485683,0
91,1,590237,0
86,1,787209,1
91,0,316094,0
85,1,477905,0
91,0,681491,0
85,0,629041,0
89,0,786205,0
91,1,527460,0
87,0,653216,0
81,1,824539,1
80,1,4562,0
97,1,199348,0
84,1,766664,1
89,0,273874,0
92,0,127844,0
82,1,626142,1
89,1,812613,1
89,0,403101,0
88,1,535900,1
99,1,894507,0
95,0,138621,0
96,0,734621,0
100,0,765941,0
82,0,730667,0
98,1,130049,0
87,0,206122,0
89,0,202671,0
100,1,966786,0
85,0,110213,0
80,1,141634,0
85,1,834524,1
94,0,907036,0
96,0,345282,0
100,0,174501,0
94,0,188695,0
90,0,192162,0
89,0,180966,0
96,0,335323,0
84,0,102884,0
83,1,765281,1
84,0,916443,0
94,0,650116,0
80,0,170523,0
95,1,583009,0
93,0,973406,0
93,1,435813,0
87,1,712791,1
86,1,545608,1
86,1,901022,1
100,1,915896,0
92,1,319847,0
82,0,450847,0
89,0,490461,0
85,0,889105,0
97,0,75729,0
90,0,777136,0
82,0,15123,0
96,0,377074,0
95,1,150976,0
97,1,986694,0
98,0,193839,0
88,0,613189,0
93,0,81292,0
96,1,532236,0
87,1,907802,1
96,0,122789,0
81,1,585373,1
88,1,777757,1
100,1,264890,0
90,0,151307,0
94,0,253116,0
83,1,610932,1
80,0,750218,0
96,1,405819,0
83,1,247497,0
91,0,591040,0
91,1,693678,0
93,0,969018,0
93,1,577727,0
90,1,504793,0
96,1,957652,0
87,1,788601,1
84,0,127940,0
83,1,718527,1
89,0,605468,0
99,1,183200,0
97,0,882105,0
98,1,249847,0
80,1,528460,1
96,0,652923,0
83,0,577427,0
95,1,831520,0
91,0,799514,0
91,0,962217,0
100,0,717016,0
88,0,646217,0
97,0,559020,0
89,0,94104,0
96,1,71992,0
81,0,679919,0
84,0,268704,0
92,0,491261,0
98,1,914514,0
92,0,781464,0
82,1,95068,0
94,0,67074,0
84,1,187661,0
81,0,685326,0
87,0,383101,0
81,1,857773,1
95,1,887727,0
81,0,290943,0
89,1,869167,1
82,1,934376,1
88,1,915695,1
97,1,726824,0
84,0,283238,0
86,1,858715,1
88,0,306267,0
94,0,633411,0
88,0,20935,0
82,0,838343,0
89,1,297530,0
94,0,641985,0
96,0,566919,0
100,1,482490,0
95,1,868386,0
85,1,966412,1
87,1,422014,0
80,1,238407,0
83,1,782000,1
96,0,958578,0
97,0,706914,0
89,0,613943,0
81,1,148536,0
97,1,738337,0
86,0,717512,0
94,0,26436,0
86,1,703118,1
96,1,683451,0
88,1,548855,1
99,1,200116,0
90,0,914681,0
91,0,571829,0
84,0,7865,0
92,0,521962,0
98,0,127326,0
88,0,109884,0
98,1,66170,0
94,1,341309,0
80,0,979869,0
97,0,655961,0
89,0,101216,0
93,1,226734,0
98,1,816161,0
83,1,707243,1
82,1,579637,1
99,1,490595,0
88,0,615717,0
80,0,687836,0
93,0,899545,0
94,1,534659,0
92,1,132613,0
98,0,610017,0
91,1,805011,0
90,1,234548,0
86,1,952779,1
80,0,53185,0
100,0,744816,0
91,0,92880,0
90,1,399492,0
87,0,457660,0
85,1,533677,1
86,0,203707,0
80,1,354243,0
92,1,909081,0
98,0,125844,0
98,0,625135,0
94,1,618245,0
100,0,350140,0
97,1,619590,0
100,1,38187,0
80,0,796396,0
94,0,333827,0
98,1,744248,0
82,1,117157,0
100,1,891461,0
83,0,856233,0
99,1,887480,0
100,1,608441,0
94,0,819098,0
84,1,878918,1
97,1,127993,0
93,0,78278,0
91,0,799498,0
96,1,851604,0
81,1,306627,0
81,0,223176,0
99,1,386260,0
95,0,294530,0
90,0,675080,0
92,0,87849,0
83,0,186241,0
91,1,996274,0
88,0,672560,0
83,1,925251,1
90,1,549641,0
85,0,76945,0
81,0,616228,0
85,1,955824,1
81,0,647641,0
87,0,166456,0
93,1,997755,0
80,0,18088,0
86,1,304194,0
82,1,15711,0
81,0,333330,0
95,1,51953,0
90,1,246596,0
80,0,324890,0
88,1,438221,0
84,0,272466,0
95,1,872190,0
96,1,138677,0
82,0,405385,0
99,1,108315,0
93,1,416281,0
91,0,265877,0
94,1,714435,0
84,1,5880,0
87,0,769937,0
80,1,31079,0
90,0,232233,0
91,0,574123,0
91,0,246077,0
82,0,506305,0
84,1,305001,0
90,1,259688,0
94,0,177756,0
99,1,661019,0
98,0,916556,0
91,0,172493,0
96,0,122069,0
90,0,257564,0
100,0,494998,0
88,1,715526,1
95,0,973111,0
100,0,833295,0
97,1,435151,0
86,1,841905,1
80,0,354724,0
98,0,425763,0
87,0,737068,0
98,0,513065,0
100,1,504128,0
91,0,23636,0
91,0,544072,0
97,0,564541,0
98,0,294743,0
94,1,743720,0
92,1,532205,0
97,1,767256,0
89,0,848494,0
83,1,496986,0
81,1,848457,1
97,1,953226,0
94,1,639178,0
97,1,578299,0
99,0,847341,0
86,1,247021,0
92,1,28708,0
87,1,301643,0
91,1,524632,0
100,0,516331,0
88,1,635272,1
100,1,977176,0
99,0,51044,0
82,0,120747,0
85,0,43664,0
96,0,684897,0
80,0,329206,0
96,1,833954,0
92,1,631512,0
95,1,619422,0
98,1,139868,0
90,1,344387,0
82,1,464103,0
84,0,560201,0
83,0,85889,0
81,1,153012,0
91,0,805945,0
99,1,636305,0
99,1,367786,0
86,0,951313,0
91,0,281538,0
84,0,993177,0
93,1,350226,0
99,1,482839,0
92,1,74531,0
81,1,94552,0
99,0,726664,0
84,1,614423,1
82,0,929529,0
84,1,787807,1
100,1,695746,0
90,0,988455,0
95,0,704062,0
85,1,729981,1
87,1,220768,0
96,0,151849,0
81,1,572114,1
95,1,931149,0
95,1,729754,0
88,0,509701,0
82,0,468387,0
92,0,208750,0
86,0,854793,0
93,1,269659,0
93,0,52327,0
96,1,773582,0
91,1,325825,0
88,0,987962,0
91,1,658495,0
85,1,165623,0
88,0,863700,0
84,1,474966,0
91,0,260720,0
84,1,109802,0
83,0,917949,0
92,0,666640,0
81,0,561657,0
82,1,656713,1
82,0,527777,0
98,1,978904,0
84,0,967905,0
87,0,895251,0
84,1,616752,1
91,0,649174,0
95,1,219675,0
93,0,939516,0
91,0,111799,0
87,1,735309,1
86,0,148666,0
86,0,425394,0
92,1,817370,0
83,1,189363,0
86,1,959551,1
91,0,393103,0
99,1,579091,0
96,1,546258,0
99,0,129512,0
95,1,866723,0
92,1,993942,0
83,1,922924,1
88,1,374741,0
96,0,511738,0
93,1,527480,0
96,0,876975,0
90,1,668618,0
94,0,465239,0
88,0,78856,0
86,1,927706,1
82,0,802825,0
85,1,85094,0
94,1,305701,0
93,1,857693,0
97,1,892349,0
86,1,779645,1
89,0,127813,0
97,1,490703,0
96,0,227167,0
97,0,989434,0
91,1,471168,0
92,1,387403,0
82,0,154728,0
93,1,622487,0
98,1,882553,0
88,0,306252,0
91,1,408132,0
92,1,251013,0
96,0,717074,0
87,0,963536,0
95,0,638811,0
90,1,405739,0
84,1,133937,0
85,0,372677,0
85,0,419603,0
91,0,312391,0
81,0,621952,0
99,0,47755,0
100,0,982169,0
85,1,607709,1
82,1,785589,1
93,0,795192,0
98,0,109718,0
88,0,790415,0
82,0,50795,0
94,1,589692,0
84,1,928801,1
92,1,935342,0
81,0,757931,0
92,1,867954,0
99,0,82716,0
87,0,616841,0
84,0,858227,0
92,0,475367,0
100,1,411922,0
89,1,369474,0
99,1,5260,0
98,0,667377,0
94,0,546970,0
99,0,246750,0
99,0,658714,0
99,0,441675,0
100,0,996654,0
89,1,814538,1
88,0,343198,0
82,1,418110,0
82,0,177860,0
99,0,970453,0
98,0,792741,0
82,1,594873,1
83,1,463735,0
87,0,293840,0
100,1,111166,0
88,1,22464,0
91,0,63655,0
99,1,102712,0
90,0,882013,0
100,1,332242,0
98,1,724027,0
80,0,387725,0
81,0,13103,0
97,0,519557,0
92,0,138335,0
82,1,964749,1
91,1,523203,0
81,0,307286,0
99,1,47607,0
82,0,813803,0
82,1,367373,0
82,0,957433,0
80,1,523730,1
82,1,579487,1
88,0,891433,0
100,0,379635,0
84,0,183793,0
98,1,455272,0
91,0,118111,0
100,0,264184,0
84,0,980903,0
89,1,724482,1
86,1,388277,0
84,1,870547,1
87,1,387917,0
92,0,486202,0
93,1,310201,0
86,0,284789,0
84,1,580106,1
97,0,563998,0
98,0,794252,0
81,0,988539,0
91,0,302719,0
99,1,505685,0
99,1,577025,0
100,1,422626,0
91,1,599952,0
81,1,25026,0
98,1,952517,0
100,1,283230,0
84,1,961222,1
100,1,868770,0
99,1,308060,0
87,0,881997,0
91,0,806585,0
83,0,784896,0
86,1,654876,1
95,1,28683,0
89,1,868764,1
82,0,547724,0
94,1,989056,0
87,1,79065,0
91,0,267353,0
93,0,729067,0
94,0,679243,0
88,0,936222,0
80,0,616600,0
82,0,410791,0
99,1,519516,0
93,1,752732,0
86,0,125609,0
96,1,832814,0
86,0,329804,0
83,1,978599,1
86,1,417554,0
88,1,654106,1
84,0,684465,0
89,1,875291,1
90,0,362262,0
82,1,467310,0
81,1,932280,1
88,0,504823,0
87,0,792687,0
94,0,558104,0
83,1,377930,0
93,1,934266,0
92,0,162404,0
96,1,4472,0
89,0,960262,0
97,0,23851,0
94,1,555453,0
83,0,470626,0
85,0,122163,0
81,0,716161,0
100,0,299516,0
95,0,623107,0
85,0,174490,0
97,0,840525,0
82,0,249920,0
82,1,676046,1
100,0,911456,0
87,0,50330,0
80,1,798079,1
89,0,179554,0
84,0,439413,0
80,1,593030,1
92,0,84046,0
84,0,302868,0
87,0,25285,0
91,1,748070,0
81,0,796965,0
83,0,213209,0
90,1,501612,0
84,0,376197,0
86,1,760468,1
87,1,267794,0
83,0,919201,0
95,0,301949,0
88,0,277216,0
81,1,572814,1
93,1,678882,0
83,0,470980,0
100,0,184364,0
91,0,902887,0
88,1,721961,1
82,1,487354,0
92,0,289759,0
90,1,256513,0
80,0,751918,0
90,0,693393,0
84,0,463447,0
80,1,745174,1
97,1,547090,0
98,0,436038,0
80,0,1213,0
98,1,364109,0
99,1,565338,0
99,0,544899,0
85,1,966372,1
100,1,403975,0
98,0,28315,0
90,1,51337,0
82,0,316874,0
93,0,528242,0
92,0,30876,0
96,1,914643,0
100,0,404903,0
91,1,681805,0
91,0,263324,0
88,0,490602,0
82,1,633638,1
99,1,129177,0
88,0,500954,0
98,0,210201,0
96,0,205014,0
95,0,95171,0
91,1,342738,0
89,0,226938,0
95,1,941031,0
85,0,249845,0
85,0,163000,0
87,0,972027,0
100,0,644048,0
95,0,396208,0
82,1,287654,0
92,1,985573,0
94,1,993847,0
98,0,852838,0
91,0,19855,0
81,1,710772,1
88,0,367407,0
98,1,850954,0
95,0,157226,0
97,0,419995,0
82,0,304052,0
80,0,43999,0
95,1,694152,0
96,0,109383,0
96,1,177499,0
93,0,425010,0
94,1,83695,0
95,1,83936,0
90,1,78016,0
88,0,190331,0
97,0,29399,0
99,0,235141,0
85,0,241006,0
100,1,488045,0
86,0,482400,0
84,0,447847,0
100,1,621764,0
93,0,998791,0
93,1,75448,0
89,1,982504,1
87,0,642877,0
81,1,860542,1
80,0,433349,0
82,1,921637,1
95,1,891737,0
91,1,887107,0
85,0,405779,0
99,1,173112,0
87,1,71641,0
94,1,727687,0
90,0,277471,0
82,1,896260,1
87,0,226525,0
96,1,398166,0
90,1,716125,0
84,0,279528,0
86,1,214922,0
100,0,241138,0
82,0,327129,0
95,0,964739,0
96,1,995428,0
96,1,412713,0
90,0,329613,0
96,1,663160,0
85,0,892743,0
92,1,212659,0
96,0,273329,0
81,0,857367,0
80,0,913836,0
87,1,985378,1
90,1,193309,0
97,1,880137,0
95,0,829202,0
100,1,449061,0
93,1,118037,0
85,1,154482,0
85,0,691030,0
84,1,496490,0
100,1,872796,0
99,1,181923,0
86,0,952970,0
90,1,501489,0
86,0,885661,0
82,1,516483,1
86,1,166557,0
83,0,184565,0
86,1,758587,1
100,1,520853,0
99,0,352317,0
97,0,458762,0
87,0,715701,0
89,0,948415,0
99,1,352332,0
84,0,375885,0
96,0,432238,0
90,0,516740,0
88,0,435508,0
100,1,776750,0
83,0,267682,0
83,1,76674,0
89,1,878879,1
93,1,527017,0
90,0,831090,0
92,1,966187,0
83,1,652198,1
88,0,287327,0
82,1,258731,0
98,1,167311,0
88,0,510876,0
88,1,543531,1
81,1,815595,1
93,1,995213,0
82,0,239526,0
94,1,827040,0
94,0,281931,0
94,1,679341,0
97,1,130145,0
95,1,546114,0
81,1,386607,0
98,1,89396,0
95,1,823394,0
88,0,556033,0
87,1,144734,0
89,1,375785,0
95,1,728521,0
97,0,173618,0
100,0,561875,0
98,1,966794,0
99,1,146459,0
83,0,512397,0
100,1,531975,0
94,0,571375,0
86,1,84805,0
85,0,763105,0
84,0,212619,0
95,1,526629,0
89,0,302830,0
91,0,445277,0
95,1,77307,0
82,0,966915,0
82,0,623615,0
93,0,934698,0
89,0,755247,0
85,1,721758,1
83,1,699572,1
88,1,123351,0
83,0,693570,0
88,0,957687,0
88,0,983366,0
81,1,675119,1
82,1,242672,0
86,0,852763,0
90,0,487072,0
95,0,560867,0
98,1,486049,0
100,0,37288,0
84,0,906446,0
86,0,46183,0
80,0,789147,0
88,0,339183,0
100,1,763590,0
96,1,803088,0
89,0,981954,0
84,1,219097,0
82,1,34707,0
100,1,786530,0
98,1,403246,0
91,1,886433,0
81,1,516382,1
84,0,111009,0
90,0,914042,0
86,0,147324,0
91,0,365073,0
83,0,159418,0
85,1,489936,0
90,0,285582,0
98,1,159678,0
100,1,307723,0
100,1,247090,0
98,0,374834,0
88,0,330000,0
85,1,770994,1
95,1,866083,0
92,1,487878,0
80,0,389836,0
91,1,975274,0
90,0,744683,0
97,0,718611,0
84,1,960034,1
82,1,866380,1
100,1,213534,0
89,0,364767,0
90,0,831059,0
99,0,249635,0
92,1,342107,0
96,0,207124,0
86,0,451390,0
92,0,836588,0
82,0,756263,0
89,0,656207,0
95,1,342780,0
83,0,769762,0
91,1,364445,0
92,1,576576,0
84,0,908404,0
90,1,427213,0
98,1,961903,0
91,0,411667,0
92,1,772974,0
95,1,216797,0
85,1,902249,1
84,0,119745,0
92,0,291743,0
80,0,42887,0
84,0,141496,0
83,0,369522,0
95,1,321631,0
93,1,119103,0
88,1,407501,0
97,0,141682,0
99,0,871131,0
90,0,260838,0
86,1,957149,1
82,0,923101,0
81,1,86766,0
95,0,948125,0
96,1,23513,0
92,0,263540,0
80,1,630875,1
82,0,40487,0
88,1,201134,0
96,1,292050,0
93,0,461976,0
95,0,910718,0
98,0,32866,0
92,0,351900,0
81,0,2788,0
83,0,103514,0
96,0,240907,0
86,1,808470,1
82,1,520057,1
85,1,346550,0
94,0,461686,0
83,0,480607,0
88,1,489876,0
92,1,692174,0
85,1,850280,1
85,1,284287,0
90,0,549959,0
92,1,754676,0
85,1,851257,1
87,0,184901,0
81,0,161754,0
86,0,486128,0
86,0,628166,0
97,1,351907,0
82,0,527286,0
91,1,300829,0
96,1,89282,0
98,0,319438,0
88,1,680870,1
92,1,434445,0
92,1,180020,0
90,0,972573,0
88,0,311348,0
94,0,778810,0
99,1,799163,0
88,0,991425,0
92,0,331847,0
83,0,28183,0
97,0,417249,0
87,1,563050,1
100,1,934994,0
82,1,782126,1
91,0,785481,0
86,1,784215,1
91,0,729077,0
89,0,667425,0
99,1,666660,0
84,1,251278,0
90,1,456966,0
90,0,225325,0
85,0,45567,0
99,1,186233,0
93,1,742035,0
81,1,74941,0
80,1,67066,0
84,0,218158,0
95,0,818822,0
94,0,541918,0
92,0,832909,0
96,1,205717,0
86,0,128290,0
90,0,439330,0
85,1,683493,1
100,1,380161,0
88,0,504521,0
89,0,798828,0
87,0,271830,0
96,1,823173,0
98,1,885133,0
84,1,454031,0
82,0,578860,0
87,1,465962,0
90,1,203564,0
100,1,374630,0
87,1,573011,1
81,0,627141,0
80,0,484409,0
84,1,299184,0
100,0,358126,0
85,1,329274,0
95,1,375002,0
99,1,35319,0
92,1,157334,0
88,1,748117,1
93,1,720233,0
94,0,613325,0
81,0,273971,0
82,1,384139,0
89,1,585936,1
98,0,278013,0
89,1,36398,0
88,0,971405,0
91,1,762627,0
88,0,503071,0
88,1,341653,0
91,1,235620,0
90,1,892588,0
88,0,719522,0
91,0,858946,0
93,1,836107,0
92,1,412556,0
85,0,57451,0
85,0,275741,0
81,1,549352,1
92,1,810725,0
86,1,384139,0
90,1,297790,0
94,1,978842,0
84,0,989938,0
82,0,196456,0
95,1,8213,0
85,1,194130,0
80,0,83926,0
92,0,906219,0
99,1,873755,0
88,0,319962,0
95,1,370128,0
88,1,835809,1
93,0,902159,0
85,0,219788,0
100,1,453634,0
91,1,916272,0
92,1,143953,0
80,0,38102,0
97,1,469518,0
99,0,365520,0
98,0,297515,0
89,1,788307,1
93,1,516132,0
100,1,193762,0
91,1,284502,0
80,1,246741,0
95,1,606254,0
93,0,507541,0
94,1,282387,0
93,1,525262,0
93,0,892775,0
83,0,912809,0
85,1,421893,0
95,1,319557,0
83,1,812383,1
95,1,678616,0
97,0,780955,0
91,1,675918,0
90,0,969712,0
87,0,598663,0
100,1,2623,0
92,0,242061,0
84,0,968043,0
93,1,496628,0
80,1,980938,1
80,0,864911,0
81,1,445844,0
90,1,612817,0
86,0,700666,0
98,1,703862,0
100,1,541623,0
88,0,479289,0
80,1,321836,0
81,0,534235,0
86,0,906942,0
98,0,872016,0
85,1,802411,1
91,1,98514,0
90,1,377068,0
99,1,23677,0
96,0,450933,0
91,0,586368,0
85,0,976053,0
89,0,712958,0
97,0,238472,0
83,1,623349,1
82,0,908876,0
97,0,184680,0
92,0,366345,0
97,0,970313,0
88,0,260125,0
81,1,267288,0
100,1,60479,0
96,0,85142,0
99,1,304354,0
100,0,587798,0
81,0,249209,0
89,0,420877,0
86,0,782971,0
98,0,530429,0
83,0,846102,0
83,1,338802,0
93,1,945719,0
81,0,180877,0
90,0,142524,0
98,0,986909,0
80,1,755167,1
90,1,357053,0
88,0,219600,0
81,1,567461,1
86,1,372947,0
84,0,71833,0
99,0,972202,0
83,0,539650,0
91,0,866474,0
86,0,622923,0
92,1,157624,0
100,0,27139,0
96,1,2532,0
98,0,257150,0
90,0,591111,0
82,0,70894,0
85,0,390308,0
100,1,461632,0
81,0,592903,0
85,0,249247,0
99,1,385881,0
85,1,873243,1
98,1,507981,0
82,1,790242,1
88,0,622552,0
90,1,470164,0
94,1,231436,0
99,1,946507,0
82,0,715376,0
96,1,653660,0
86,0,545308,0
86,0,292702,0
88,1,39502,0
91,1,130891,0
95,0,146780,0
96,0,862023,0
96,0,935036,0
96,0,592739,0
83,0,305259,0
85,1,387031,0
87,0,631359,0
82,0,706149,0
94,0,189632,0
92,1,2316,0
96,0,481837,0
84,1,382948,0
99,1,271455,0
95,1,189087,0
87,1,416399,0
89,1,384542,0
99,1,3775,0
90,1,735033,0
94,1,125509,0
100,0,36955,0
90,0,269657,0
100,0,55125,0
84,0,622081,0
93,0,566192,0
93,0,939343,0
81,1,937197,1
83,0,750516,0
89,1,233881,0
91,1,805891,0
91,0,56743,0
82,1,36928,0
95,0,429005,0
82,1,790798,1
84,1,367064,0
98,1,826125,0
87,1,418055,0
84,0,957880,0
93,0,167182,0
80,0,631897,0
88,1,148489,0
95,1,193955,0
85,1,358948,0
90,1,220121,0
87,0,923456,0
90,1,351383,0
93,0,585809,0
86,0,137581,0
94,0,344479,0
83,0,720210,0
100,1,80403,0
93,0,338216,0
89,0,784745,0
80,0,936923,0
83,0,228066,0
93,0,217505,0
90,0,856911,0
80,1,766162,1
91,1,780035,0
95,0,912592,0
88,0,1764,0
100,1,116645,0
93,1,700425,0
82,0,203189,0
80,1,416830,0
90,1,258313,0
94,0,423908,0
98,0,328834,0
91,1,165731,0
88,1,721233,1
98,1,469872,0
81,1,94679,0
100,1,504452,0
82,1,329275,0
90,1,504443,0
82,0,290946,0
96,1,238890,0
87,1,207456,0
80,1,721737,1
82,1,755360,1
80,1,479590,0
83,0,991952,0
94,0,322210,0
100,1,60358,0
100,1,290924,0
100,0,20731,0
97,0,906256,0
91,1,813774,0
80,0,983641,0
83,0,555234,0
81,1,99399,0
100,1,750092,0
84,0,26647,0
96,0,752297,0
93,1,666614,0
99,0,828344,0
95,1,157370,0
82,0,296588,0
89,0,451370,0
94,0,167072,0
99,0,167442,0
92,1,803131,0
98,1,356620,0
80,1,46586,0
97,1,149416,0
84,0,661072,0
83,1,123141,0
82,0,201312,0
100,1,865782,0
92,1,21609,0
82,0,629778,0
84,0,11456,0
92,1,147721,0
89,1,695708,1
84,0,376135,0
84,1,967777,1
88,0,695327,0
86,0,915278,0
86,0,116185,0
80,0,984815,0
93,1,849353,0
91,1,370618,0
89,1,780254,1
80,0,51127,0
95,0,572717,0
87,0,39970,0
95,0,878500,0
94,1,172070,0
95,1,631987,0
92,0,122778,0
86,0,366429,0
97,0,292609,0
82,0,143539,0
86,1,739840,1
90,0,460283,0
82,1,357842,0
86,0,313858,0
84,1,930934,1
98,0,480665,0
98,1,321576,0
82,1,629838,1
83,1,832518,1
98,1,763461,0
99,0,840496,0
99,0,425157,0
81,0,196240,0
81,1,929876,1
86,0,202318,0
80,1,631804,1
81,0,769032,0
100,0,63646,0
91,1,741608,0
80,1,151888,0
96,0,881252,0
98,1,295076,0
95,1,802270,0
81,0,429427,0
96,0,762126,0
85,1,855942,1
94,1,983746,0
90,0,734180,0
97,0,606922,0
99,1,216557,0
99,1,811732,0
82,1,676329,1
92,1,982346,0
84,1,109635,0
97,0,97010,0
81,1,804119,1
89,1,679667,1
99,0,21057,0
80,1,118558,0
82,0,3613,0
86,0,476774,0
82,0,866660,0
90,0,429783,0
93,0,341385,0
80,0,491371,0
89,1,779242,1
86,0,468399,0
86,1,87809,0
99,1,699347,0
92,1,458195,0
99,1,933681,0
92,0,908362,0
96,1,798878,0
86,1,853080,1
93,1,265750,0
81,1,870554,1
88,0,433253,0
95,1,303012,0
85,1,974963,1
97,0,961493,0
87,0,410454,0
96,0,8339,0
94,1,849887,0
100,1,608019,0
86,0,970110,0
100,0,122478,0
85,0,845761,0
86,1,604443,1
83,1,182886,0
90,1,52681,0
96,0,624529,0
92,0,194023,0
99,0,314433,0
82,0,187041,0
82,0,751510,0
87,0,607705,0
99,1,11356,0
97,1,997502,0
90,0,302195,0
85,0,880223,0
93,0,250697,0
91,1,937208,0
89,0,74339,0
92,1,223334,0
97,0,407561,0
80,0,326070,0
85,1,594301,1
88,1,961156,1
99,0,576968,0
93,1,624111,0
90,1,565944,0
97,1,690945,0
98,0,452077,0
93,0,835087,0
96,0,49418,0
94,0,236723,0
89,1,768126,1
88,1,599532,1
83,0,260393,0
90,1,290611,0
93,1,420984,0
84,1,193982,0
90,0,74824,0
95,1,208309,0
99,1,664343,0
81,1,784145,1
86,0,116311,0
95,1,326588,0
84,0,272296,0
91,0,712211,0
80,1,617683,1
98,1,303528,0
95,1,273444,0
92,1,652762,0
98,1,567811,0
95,1,792950,0
82,0,840177,0
89,0,575642,0
98,1,107890,0
97,0,290446,0
88,0,735576,0
86,1,401509,0
88,0,487372,0
93,1,413278,0
82,1,674347,1
85,0,155982,0
97,0,218361,0
82,0,139496,0
96,0,355315,0
99,0,479968,0
86,1,59037,0
91,1,997172,0
82,1,77714,0
89,0,763840,0
98,1,4298,0
85,1,241633,0
98,1,901050,0
92,1,399246,0
84,1,929985,1
96,0,124132,0
81,0,565198,0
89,1,552863,1
95,1,912077,0
87,0,155533,0
100,0,262951,0
91,1,91457,0
81,0,581384,0
89,1,110462,0
80,1,597009,1
96,0,502982,0
95,0,585991,0
84,0,155746,0
87,1,870677,1
95,0,876234,0
99,1,955288,0
92,0,719744,0
80,1,524493,1
95,0,688272,0
87,1,169991,0
91,1,169613,0
81,0,266879,0
80,0,318543,0
95,0,120897,0
80,0,645192,0
90,0,95357,0
86,0,805952,0
98,1,696248,0
94,0,314127,0
92,1,503954,0
94,0,820193,0
89,1,285205,0
98,0,220832,0
86,1,23640,0
88,1,681789,1
92,0,451828,0
80,0,616714,0
85,1,489266,0
81,1,681614,1
99,0,427123,0
88,0,476177,0
82,1,277488,0
86,1,644962,1
92,0,423279,0
94,1,364207,0
94,1,270497,0
89,0,733520,0
97,1,864884,0
90,0,886574,0
83,0,698961,0
97,0,476876,0
92,1,255697,0
81,0,936293,0
81,1,205601,0
84,1,118283,0
88,0,945249,0
83,1,841812,1
98,0,472035,0
85,0,603821,0
93,1,250476,0
87,0,12593,0
97,1,369447,0
95,1,859119,0
83,1,318057,0
97,0,261004,0
99,0,330288,0
100,1,570200,0
91,0,669635,0
87,0,936204,0
97,1,553332,0
100,1,209166,0
95,1,309393,0
100,1,261926,0
82,1,935366,1
93,1,923400,0
89,1,17215,0
99,1,119919,0
93,1,129390,0
86,1,786944,1
98,1,808128,0
98,0,121837,0
93,1,763158,0
96,1,860654,0
98,1,971492,0
95,1,468663,0
82,1,302308,0
80,0,864315,0
84,0,462199,0
94,0,648200,0
97,0,819883,0
95,1,628129,0
95,1,317683,0
96,0,294489,0
90,1,531096,0
84,0,951325,0
82,1,219995,0
91,1,119377,0
89,1,13133,0
81,0,391631,0
100,1,721179,0
90,0,824594,0
82,1,83112,0
95,0,236398,0
94,1,987762,0
98,1,3901,0
86,0,599452,0
84,1,930894,1
81,0,209703,0
98,0,789262,0
80,1,119127,0
85,0,32987,0
97,0,858058,0
86,0,546476,0
88,1,80748,0
83,0,587943,0
92,1,183820,0
90,0,149270,0
88,1,673953,1
93,0,835878,0
88,0,114076,0
95,0,979303,0
81,1,319007,0
91,0,260957,0
98,1,213752,0
84,0,607549,0
86,1,148458,0
91,1,770327,0
96,0,597495,0
91,0,702607,0
92,0,960966,0
88,1,241207,0
92,1,40667,0
97,1,166016,0
89,0,593856,0
90,0,107339,0
87,1,640934,1
83,1,153646,0
97,1,908051,0
89,0,986078,0
80,1,795819,1
97,1,223455,0
82,0,934544,0
100,1,437245,0
95,1,760238,0
89,1,11001,0
90,1,882542,0
90,1,403243,0
81,0,813462,0
88,1,931573,1
90,1,611031,0
86,1,676844,1
87,0,346262,0
88,1,541142,1
98,1,918229,0
98,0,254254,0
94,1,145951,0
92,1,865317,0
94,1,647349,0
81,0,719130,0
84,1,608783,1
87,0,980234,0
92,1,52369,0
95,1,363655,0
82,1,957022,1
94,0,811669,0
88,1,250189,0
99,1,328434,0
100,1,853182,0
86,0,205730,0
94,0,649507,0
87,1,168509,0
97,0,89058,0
85,0,57421,0
92,0,541167,0
81,0,465986,0
99,0,162568,0
85,1,844273,1
84,0,138323,0
86,1,2293,0
85,0,829289,0
95,0,824315,0
85,1,568762,1
90,0,622003,0
93,0,723534,0
83,1,981460,1
86,0,845306,0
95,1,697205,0
91,1,239417,0
98,1,370294,0
89,0,790863,0
100,1,29533,0
83,1,550224,1
93,1,723357,0
94,1,884363,0
80,1,778974,1
